2276
qstr_{reg61}.0{reg62} {reg61}.0{reg62}
qstr_Show_when_points_are Show_when_points_are_awarded
qstr_Team: Team:
qstr_Wager: Wager:
qstr_{reg21}_denars {reg21}_denars
qstr_Bid: Bid:
qstr_Difficulty: Difficulty:
qstr_Random_team_number_a Random_team_number_and_size
qstr_Match:_{reg2}_teams_ Match:_{reg2}_teams_of_{reg3}_members
qstr_Individual_Options Individual_Options
qstr_Always_randomize_equ Always_randomize_equipment
qstr_Never_spawn_this_cha Never_spawn_this_character
qstr_Weapon_Choices______ Weapon_Choices_____________Skill
qstr_Lance_&_Shield Lance_&_Shield
qstr_Bow_&_Arrow Bow_&_Arrow
qstr_One_Handed_&_Shield One_Handed_&_Shield
qstr_Two_Handed_Weapon Two_Handed_Weapon
qstr_Crossbow_&_Bolts Crossbow_&_Bolts
qstr_Thrown_Weapon_&_Shie Thrown_Weapon_&_Shield
qstr_Polearm__spear_ Polearm_(spear)
qstr_Enhancements Enhancements
qstr_Horse Horse
qstr_Enhanced_Horse Enhanced_Horse
qstr_Enhanced_Armor Enhanced_Armor
qstr_Enhanced_Weapons Enhanced_Weapons
qstr_Enhanced_Shield Enhanced_Shield
qstr_Basic_Options Basic_Options
qstr_You_may_choose_three You_may_choose_three_from_the_following________^weapon_or_enhancement_options_that_will________^determine_your_starting_equipment.__________^Additional_options_to_the_right_allow_you_________^to_set_persistent_options_for_each_round.
qstr_The__Done__Button The_'Done'_Button
qstr_This_will_end_the_cu This_will_end_the_current_presentation_and__________^return_to_the_tournament_menu.^^^^
qstr_The__Settings__Butto The_'Settings'_Button
qstr_This_will_toggle_bet This_will_toggle_between_the_option_displays_________^for_visual_and_text_effects_or_combat_________^preferences.^^^
qstr_The__Character__Choo The_'Character'_Chooser
qstr_Using_the_arrows_you Using_the_arrows_you_can_cycle_through_________^your_character_and_each_companion_you_________^currently_have_in_your_party.^^^
qstr_The__Persistent_Bet_ The_'Persistent_Bet'_Slider
qstr_By_setting_this_slid By_setting_this_slider_you_will_automatically_________^place_the_appropriate_bet_amount_every_________^round_of_a_tournament_if_you_have_enough_________^money_to_do_so._________^Note:_This_works_for_the_player_only.^
qstr_The__Persistent_Team The_'Persistent_Team'_Slider
qstr_By_setting_this_slide By_setting_this_slider_you_will_automatically_________^be_placed_on_the_requested_team_if_there_________^is_enough_teams_to_support_it.__Team_order_________^is_red,_blue,_green_then_yellow._________^Note:_This_works_for_the_player_only.^
qstr_The__Renown_Scaling_ The_'Renown_Scaling'_Checkbox
qstr_With_this_enabled_yo With_this_enabled_you_will_gain_an_amount_________^of_renown_on_a_tournament_win_proportional_________^to_your_level_and_renown.__The_higher_your_________^level_or_renown_is_the_less_you_will_receive._________^Note:_This_works_for_the_player_only.^
qstr_The__Display_Health_ The_'Display_Health_Bars'_Checkbox
qstr_With_this_enabled_you With_this_enabled_you_see_health_bars_shown_________^above_each_participant's_head_based_upon_your_________^settings_selected_in_the_main_mod_settings.^^^
qstr_The__Always_Randomiz The_'Always_Randomize'_Checkbox
qstr_With_this_enabled_you_ With_this_enabled_you_will_always_have_________^random_options_chosen_each_round.__This_________^allows_you_to_have_an_experience_closer_________^to_native_gameplay._________^Note:_This_works_for_the_player_only.^
qstr_The__Never_Spawn__Ch The_'Never_Spawn'_Checkbox
qstr_With_this_enabled_th With_this_enabled_the_selected_character_________^will_never_be_chosen_to_join_tournaments_________^to_keep_out_companions_that_are_not_meant_________^to_be_fighters._________^Note:_This_works_for_companions_only.^
qstr_The__Horse__Checkbox The_'Horse'_Checkbox
qstr_You_will_always_ente You_will_always_enter_play_mounted.__By_________^enabling_this_you_open_up_the_option_to_________^select_the_enhanced_horse_which_is_a_________^warhose.^^
qstr_The__Show_Combat_Dis The_'Show_Combat_Display'_Checkbox
qstr_Enable_this_to_see_a Enable_this_to_see_a_realtime_display_of_________^each_team's_remaining_members,_points_________^acquired_and_the_top_three_ranking_members_________^of_the_round._________^Note:_This_is_currently_disabled.^
qstr_The__Show_Teammate_D The_'Show_Teammate_Damage'_Checkbox
qstr_Enable_this_to_see_t Enable_this_to_see_the_damage_dealt_by_________^your_teammates_displayed_in_the_message_________^window_during_combat.^^^
qstr_The__Display_Awards_ The_'Display_Awards_in_Combat'_Checkbox
qstr_Enable_this_to_see_w Enable_this_to_see_when_competitors_earn_________^awards_during_combat.^^^^
qstr_The__Display_Points_ The_'Display_Points_in_Combat'_Checkbox
qstr_Enable_this_to_see_wh Enable_this_to_see_when_competitors_earn_________^points_during_combat.^^^^
qstr_The__Display_Team_Po The_'Display_Team_Point_Awards'_Checkbox
qstr_Enable_this_to_see_whe Enable_this_to_see_when_each_team_earns_________^points_during_combat.^^^^
qstr_The__Enable_Level_Sc The_'Enable_Level_Scaling'_Checkbox
qstr_Enable_this_to_cause Enable_this_to_cause_generic_opponents_________^in_the_arena_to_scale_with_you_to_________^maintain_an_evened_out_difficulty_effect._________^throughout_your_character's_level.^^
qstr_{reg2}_denars {reg2}_denars
qstr_You_really_don_t_wan You_really_don't_want_that_turned_ON_for_your_main_character.
qstr_DEBUG_Mode_Exit DEBUG_Mode_Exit
qstr_Exit_Tournament Exit_Tournament
qstr_Continue Continue
qstr_Finish Finish
qstr_{s22} {s22}
qstr_Tournament_Options Tournament_Options
qstr_Round_Standings Round_Standings
qstr_Tournament_Rankings Tournament_Rankings
qstr_Tournament_Standings Tournament_Standings
qstr_Round_{reg3}_Ranking Round_{reg3}_Rankings
qstr_{s12} {s12}
qstr_{reg2}_teams_of_{reg {reg2}_teams_of_{reg3}_members
qstr_Page_1__1_10_ Page_1_(1-10)
qstr_Page_2__11_20_ Page_2_(11-20)
qstr_Page_3__21_30_ Page_3_(21-30)
qstr_Page_4__31_40_ Page_4_(31-40)
qstr_TOURNAMENT_AWARDS TOURNAMENT_AWARDS
qstr_{s25}^Swiftest_Cut^A {s25}^Swiftest_Cut^Awarded_to_{s2}^+{reg1}_experience^+{reg21}_renown^
qstr_{s25}^Fiercest_Compe {s25}^Fiercest_Competitor:_{reg2}^Awarded_to_{s2}^+{reg1}_experience^+{reg21}_renown^
qstr_{s25}^Dominant_Prese {s25}^Dominant_Presence^Awarded_to_{s2}^+{reg1}_experience^+{reg21}_renown^
qstr_{s25}^Legendary_Pres {s25}^Legendary_Presence^Awarded_to_{s2}^+{reg1}_experience^+{reg21}_renown^
qstr_{s25}^Mythical_Prese {s25}^Mythical_Presence^Awarded_to_{s2}^+{reg1}_experience^+{reg21}_renown^
qstr_{s25}^Cautious_Appro {s25}^Cautious_Approach^Awarded_to_{s2}^{reg21}_renown^
qstr_{s25} {s25}
qstr_Slot Slot
qstr_# #
qstr_TROOP TROOP
qstr_ROUND_POINTS ROUND_POINTS
qstr_TOTAL_POINTS TOTAL_POINTS
qstr_Random_teams_and_siz Random_teams_and_sizes
qstr_ERROR__TPE_:_An_inva ERROR_(TPE):_An_invalid_winner_found.__1st_=_{reg31},_2nd_=_{reg32},_3rd_=_{reg33}.
qstr_TOURNAMENT_WINNERS TOURNAMENT_WINNERS
qstr_1st 1st
qstr_Tournament_Awards Tournament_Awards
qstr_{reg5}_denars {reg5}_denars
qstr_{reg6}_experience {reg6}_experience
qstr_{reg7}_renown {reg7}_renown
qstr_Tournament_Prizes Tournament_Prizes
qstr_2nd 2nd
qstr_3rd 3rd
qstr_City_of_{s21} City_of_{s21}
qstr_Native_Arena Native_Arena
qstr_Adorno_s_Overhaul_Ar Adorno's_Overhaul_Arena
qstr_{reg21}% {reg21}%
qstr_DEBUG__TPE_Design_:_ DEBUG_(TPE_Design):_Item_'{s1}'_added.
qstr_DEBUG__TPE_Design_:_S DEBUG_(TPE_Design):_Scene_set_to_option_{reg1}.
qstr_CURRENT_COMMANDER_S_ CURRENT_COMMANDER'S_REPORT!
qstr_Your_Commander:_{s19 Your_Commander:_{s19}
qstr_Commander_Relation:_ Commander_Relation:_{reg0}
qstr_Enlisted_Faction:_{s Enlisted_Faction:_{s20}
qstr_Current_Rank:_{s21} Current_Rank:_{s21}
qstr_N/A N/A
qstr_Experience_to_next_p Experience_to_next_promotion:_{s1}
qstr_Days_in_service:_{re Days_in_service:_{reg20}
qstr_Current_Wage:_{reg23 Current_Wage:_{reg23}_denars.
qstr_Next_Pay/Promotion_d Next_Pay/Promotion_day:_{s25}
qstr_Army_size:_{reg26} Army_size:_{reg26}
qstr_Commander_s_Army Commander's_Army
qstr_{s21} {s21}
qstr_DEBUG__KMT_:_Object_ DEBUG_(KMT):_Object_clicked_is_{reg1}.__Value_is_{reg2}.
qstr_a_priest a_priest
qstr_an_acolyte an_acolyte
qstr_a_noble_in_training a_noble_in_training
qstr_a_courtier a_courtier
qstr_a_mummer a_mummer
qstr_a_preacher a_preacher
qstr_a_mercenary a_mercenary
qstr_a_bravo a_bravo
qstr_a_gladiator a_gladiator
qstr_a_bandit a_bandit
qstr_a_slave_trader a_slave-trader
qstr_religious_fervor religious_fervor
qstr_sense_of_duty sense_of_duty
qstr_Native_Troops Native_Troops
qstr_Reworked_Troops Reworked_Troops
qstr_Expanded_Troops Expanded_Troops
qstr_Gender_option_change Gender_option_changed_to_option_{reg1}.
qstr_Father_background_op Father_background_option_changed_to_option_{reg1}.
qstr_Early_life_option_ch Early_life_option_changed_to_option_{reg1}.
qstr_Later_life_option_ch Later_life_option_changed_to_option_{reg1}.
qstr_Reason_option_change Reason_option_changed_to_option_{reg1}.
qstr_ERROR:_No_valid_troo ERROR:_No_valid_troop_tree_selection_found.
qstr_Troop_tree_changed_t Troop_tree_changed_to_option_{reg1?Expanded_or_Reworked:Native}_Trees_[_{reg1}_].
qstr_Option:_Fog_of_War_h Option:_Fog_of_War_has_been_{reg1?ENABLED:turned_off}_[_{reg1}_].
qstr_Option:_Gathering_co Option:_Gathering_companions_has_been_{reg1?ENABLED:turned_off}_[_{reg1}_].
qstr_Option:_Starting_reg Option:_Starting_region_has_been_set_to_{s2}_[{reg1}].
qstr_General_Options General_Options
qstr_Pause_during_fast_tr Pause_during_fast_travel_for:
qstr___Disabled__ -_Disabled_-
qstr_Any_Enemy Any_Enemy
qstr_Actual_Threats Actual_Threats
qstr_Enable_Bodyguards_in Enable_Bodyguards_in_Towns/Villages:
qstr_Enable_Fog_of_War: Enable_Fog_of_War:
qstr_Display Display
qstr_Show_battle_minimap: Show_battle_minimap:
qstr_Size_of_battle_minim Size_of_battle_minimap_(%):
qstr_Show_health_bars_of_ Show_health_bars_of_ally_troops:
qstr_Show_health_bars_of_e Show_health_bars_of_enemy_troops:
qstr_Distance_limit_for_s Distance_limit_for_showing_HP_bars:
qstr_Report_shot_distance Report_shot_distance:
qstr_Report_extra_XP_&_Wp Report_extra_XP_&_Wpn_Prof:
qstr_Disable_Time_of_Day: Disable_Time_of_Day:
qstr_Combat Combat
qstr_Record_Battle_Size_as Record_Battle_Size_as_set_in_Options:
qstr_Enable_Battle_Contin Enable_Battle_Continuation:
qstr_Batt._Cont._Charge_a Batt._Cont.,_Charge_after_KO:
qstr_Charge_All Charge_All
qstr_Formations_AI Formations_AI
qstr_Reinforcement_waves: Reinforcement_waves:
qstr_Speed_of_battles_on_ Speed_of_battles_on_the_map:
qstr_Formations_Battle_AI Formations_Battle_AI:
qstr_Native_AI_w/Formatio Native_AI,_w/Formations
qstr_Disable_charge_on_be Disable_charge_on_belfry_reaching_wall:
qstr_Reassign_De_horsed_C Reassign_De-horsed_Cavalry_to:
qstr_Reassign_No_Ammo_Arc Reassign_No-Ammo_Archers_to:
qstr_Keep_allies_in_the_b Keep_allies_in_the_basic_3_divisions:
qstr_Enable_AI_Spear_Brac Enable_AI_Spear_Bracing:
qstr_Enable_AI_Skirmishin Enable_AI_Skirmishing:
qstr_Enable_AI_Volley_Fir Enable_AI_Volley_Fire:
qstr_Use_NPC_Lancer_Fix: Use_NPC_Lancer_Fix:
qstr_Use_NPC_Horse_Archer Use_NPC_Horse_Archer_Fix:
qstr_Use_NPC_Spear/Polear Use_NPC_Spear/Polearm_Fix:
qstr_Use_Pike/Horse_Damag Use_Pike/Horse_Damage_Tweaks:
qstr_Morale_threshold_for Morale_threshold_for_consuming_food^twice_the_speed_as_much_as_normal:
qstr_Terrain_advantage_in Terrain_advantage_in_Autocalc_battles:
qstr_Skill_penalty_from_e Skill_penalty_from_encumbrance:
qstr_Enable_ranged_penalt Enable_ranged_penalty_from_weather:
qstr_Disable_horse_speed_ Disable_horse_speed_scaling:
qstr_Allow_drowning_in_mi Allow_drowning_in_missions:
qstr_Diplomacy Diplomacy
qstr_Lords_returning_from Lords_returning_from_exile:
qstr_Enabled Enabled
qstr_Frequent Frequent
qstr_Diplomacy_AI_changes Diplomacy_AI_changes:
qstr_Low Low
qstr_Medium Medium
qstr_High/Experimental High/Experimental
qstr_Diplomacy_economic_c Diplomacy_economic_changes:
qstr_Anti_woman_prejudice Anti-woman_prejudice_level:
qstr_High High
qstr_Tournaments Tournaments
qstr_Enable_Tournament_En Enable_Tournament_Enhancements:
qstr_Tournament_Quests: Tournament_Quests:
qstr_Low_Reaction Low_Reaction
qstr_Medium_Reaction Medium_Reaction
qstr_High_Reaction High_Reaction
qstr_TPE_Setting_Shortcut TPE_Setting_Shortcuts:
qstr_Options_Panel Options_Panel
qstr_Design_Panel Design_Panel
qstr_Information Information
qstr_Weather Weather
qstr_Probability_of_rain/ Probability_of_rain/snow_(%):
qstr_Cloud_amount: Cloud_amount:
qstr_Fog_strength: Fog_strength:
qstr_Cheats Cheats
qstr_Disable_Companions__ Disable_Companions'_complaints:
qstr_Enable_the_cheat_men Enable_the_cheat_menu:
qstr_Enable_Bandit_Heroes Enable_Bandit_Heroes:
qstr_Limit_Bandit_Hero_Al Limit_Bandit_Hero_Allies:
qstr_Floris_Mod^Options Floris_Mod^Options
qstr_{reg0}.{reg1} {reg0}.{reg1}
qstr_Version_{s1} Version_{s1}
qstr_Mouse_over_options_f Mouse-over_options_for_further_information.
qstr_Restore_Defaults Restore_Defaults
qstr_Key_Settings Key_Settings
qstr_Reset_Message_Log Reset_Message_Log
qstr_Message_log_has_been Message_log_has_been_reset_to_visible.
qstr_Ticked_while_fast_tr Ticked,_while_fast-travelling_(Ctrl-Space),_the_game_will_automatically_pause_when_your_party_detects_a_hostile_party._Unticked,_as_in_Native,_the_game_will_NOT_pause.
qstr_Bodyguards_allows_yo Bodyguards_allows_your_companions_to_serve_as_your_character's_bodyguards_in_town_and_village_scenes._The_number_of_bodyguards_depends_on_your_character's_leadership_and_renown.
qstr_Ticked_locations_you Ticked,_locations_you_have_not_visited_are_hidden_on_the_world_map_until_you_are_in_seeing_range._Unticked,_as_in_Native,_the_full_map_is_revealed_at_game_start.
qstr_Ticked_a_minimap/rad Ticked,_a_minimap/radar_will_always_be_in_the_upper_right_hand_corner_of_your_screen._Unticked,_no_map_unless_you_hit_Backspace.
qstr_Sets_the_size_of_the Sets_the_size_of_the_minimap,_if_it_is_activated_above.
qstr_Ticked_you_will_see_ Ticked,_you_will_see_health_bars_at_the_distance_set_above._Unticked,_no_health_bars_on_allies.
qstr_Ticked_you_will_see_h Ticked,_you_will_see_health_bars_at_the_distance_set_above._Unticked,_no_health_bars_on_enemies.
qstr_Sets_how_far_away_yo Sets_how_far_away_you'll_see_hit_point/health_status_bars_for_troops_and_when_they_disappear,_if_you_have_them_activated_below.
qstr_Ticked_the_scrolling Ticked,_the_scrolling_battle_text_display_will_list_how_far_each_of_your_bow/crossbow_shots_goes._Unticked,_this_is_not_displayed.
qstr_One_receives_extra_w One_receives_extra_weapon_proficiencies_and_XP_points_due_to_Intelligence._Ticked,_the_scrolling_battle_text_display_will_notify_you_of_these_extra_points._Unticked,_this_is_not_displayed.
qstr_Ticked_as_in_Native. Ticked,_as_in_Native._Unticked,_the_date_also_shows_the_time_of_day/hour.
qstr_Record_the_Battle_Si Record_the_Battle_Size_you_have_set_in_the_normal_Game_Options_screen_so_the_Pre-Battle_Deployment_(choose_your_troops)_option_works_correctly.
qstr_Battle_Continuation_ Battle_Continuation_allows_your_troops_to_continue_fighting_after_you_are_knocked_out.
qstr_If_Battle_Continuati If_Battle_Continuation_is_active,_you_can_select_what_your_troops_will_do_after_you_get_knocked_out:_Disabled_has_them_continue_their_previous_orders;_Charge_all_will_give_everyone_a_charge_order;_Formations_AI_(if_active_for_the_AI)_will_allow_the_new_AI_to_take_over_for_you.
qstr_Allows_you_to_increa Allows_you_to_increase_or_decrease_the_number_of_reinforcements_that_occur_prior_to_the_battle_round_ending.
qstr_Adjusts_how_fast_aut Adjusts_how_fast_auto-calculated_battles_between_the_AI_go._The_slower,_the_greater_chance_you_can_get_to_them_from_a_distance,_but_it_also_slows_down_the_pace_of_the_game.
qstr_Select_your_prefered Select_your_prefered_Battle_AI:_Disabled_is_Native_AI;_Formations_AI_both_allows_the_AI_to_use_formations_and_changes_their_battle_decision-making;_Native_AI_w/Formations_is_Native_AI_but_carries_out_the_Native_AI_with_basic_formations._(Only_active_in_field_battles.)
qstr_Unticked_as_Native_w Unticked,_as_Native,_when_the_belfry_(siege_tower)_reaches_a_wall,_the_player's_attacking_force_will_automatically_charge._Ticked_and_the_charge_order_will_not_be_automatically_given.
qstr_Mounted_bots_once_th Mounted_bots,_once_their_horse_dies,_can_be_re-assinged_to_a_division_of_your_choosing._If_active,_AI_bots_will_be_reassigned_to_infantry._(Only_active_in_field_battles.)
qstr_Foot_archer_bots_onc Foot_archer_bots,_once_out_of_ammo,_can_be_re-assinged_to_a_division_of_your_choosing._If_active,_AI_bots_will_be_reassigned_to_infantry._(Only_active_in_field_battles.)
qstr_Ticked_troops_of_all Ticked,_troops_of_ally_parties_under_your_command_will_not_be_assigned_to_your_customized_divisions,_but_to_the_default_infantry,_archer,_and_cavalry_divisions._Unticked,_as_in_Native,_any_ally_troops_under_your_command_will_be_re-assigned_to_the_same_divisions_as_your_troops_of_the_same_type.
qstr_Enabling_AI_Special_ Enabling_AI_Special_Orders_allows_the_AI_teams_to_use_volley_fire_(crossbows),_skirmish_mode_(bow-users),_and_spear-bracing_(polearm_infantry)._(Only_active_in_field_battles.)
qstr_Weapon_Use_Fix_for_L Weapon_Use_Fix_for_Lancers_will_force_mounted_bots_with_lances_to_use_them_unless_they_are_surrounded_by_enemies._(Only_active_in_field_battles.)
qstr_Weapon_Use_Fix_for_H Weapon_Use_Fix_for_Horse_Archers_will_force_mounted_bots_with_bows_to_use_them_until_they_run_out_of_ammo._(Only_active_in_field_battles.)
qstr_Weapon_Use_Fix_for_S Weapon_Use_Fix_for_Spear/Polearms_will_force_infantry_bots_with_polearms_to_use_them_unless_they_are_surrounded_by_enemies._(Only_active_in_field_battles.)
qstr_Damage_tweaks_will_g Damage_tweaks_will_give_a_flat_boost_to_damage_from_spears_to_horses,_and_charge_damage_from_horses_to_infantry,_in_an_attempt_to_compensate_for_poor_AI_use_of_polearms_and_charges._(Only_active_in_field_battles.)
qstr_Sets_the_morale_leve Sets_the_morale_level_below_which_your_troops_will_need_to_eat_twice_as_much_food_to_stay_happy._If_your_party's_morale_is_below_this_value,_the_speed_of_consuming_food_will_be_twice_as_much_as_normal,_and_the_bonus_to_party_morale_of_all_food_will_also_be_doubled._Set_it_very_low_to_essentially_disable_this_'difficulty_enhancement.'
qstr_Ticked_autocalculate Ticked,_autocalculated_battles_give_advantage_to_factions_on_their_home_terrain._Unticked,_as_in_Native_and_auto-battles_are_only_based_on_party_size_and_troop_levels.
qstr_Ticked_you_and_your_ Ticked,_you_and_your_companions_receive_penalties_to_athletics,_riding_and_horsearchery_from_heavy_armor._Unticked,_it_is_as_in_Native.
qstr_The_Weather_Proficie The_Weather_Proficiency_Penalties_lowers_the_ranged_weapons_proficiencies_of_all_troops_while_in_battle_in_heavy_fog,_rain/snow,_or_at_night_to_reflect_the_poor_conditions_for_archery.
qstr_Ticked_it_is_as_in_N Ticked,_it_is_as_in_Native._UN-ticked,_the_more_injured_a_horse,_the_slower_it_goes.
qstr_Ticked_you_can_drown Ticked,_you_can_drown_if_you_are_under_water_for_a_length_of_time._Unticked,_it_is_as_in_Native_and_you_can_walk_at_the_bottom_of_a_lake_for_ages.
qstr_Allows_exiled_lords_ Allows_exiled_lords_to_be_pardoned_after_a_time_and_rejoin_a_faction_to_prevent_'lord-drain'_in_the_late_game.
qstr_Difficulty_setting._ Difficulty_setting._The_higher_the_setting,_the_more_difficult_for_the_player.
qstr_Disabled_levels_the_ Disabled_levels_the_playing-field_for_female_player_characters._Default_as_in_Native._High_increases_the_sexism/anti-woman_prejudice_of_the_medieval_setting_for_female_player_characters.
qstr_Ticked_the_enhanced_ Ticked,_the_enhanced_tournament_system_is_active._Unticked,_tournaments_are_as_in_Native.
qstr_Set_to_disabled_this Set_to_disabled_this_will_prevent_tournament_invitation_quests_from_appearing.^^Each_'reaction'_level_will_adjust_how_much_is_changed_by_you_attending_a_tournament_or_failing_to_attend.^^There_is_a_negative_relation_penalty_for_failing_to_attend_tournaments_you_are_invited_to_on_the_'High_Reaction'_setting.
qstr_Select_any_of_the_pr Select_any_of_the_presentations_on_this_menu_and_you'll_immediately_jump_to_that_panel_for_configuring_up_tournament_settings.
qstr_Can_set_the_likeliho Can_set_the_likelihood_of_precipitation_in_battles.
qstr_Sets_the_cloud_cover Sets_the_cloud_cover_on_the_map_and_in_battles,_which_increases_the_likelihood_of_rain/snow.
qstr_Sets_fog_strength_on Sets_fog_strength_on_the_map_and_in_battles.
qstr_Disabling_NPC_Compla Disabling_NPC_Complaints_will_mute_your_companion's_complaints_about_each_other_or_your_decisions._It_will_not_remove_the_consequences_of_their_opinions,_however.
qstr_The_cheat/debug_mode The_cheat/debug_mode_activates_debug_messages_as_well_as_the_'cheatmenu'_in_your_Camp_Menu_and_additional_options_under_Reports.
qstr_When_checked_bandit_ When_checked,_bandit_heroes_will_randomly_spawn_on_the_map_gathering_other_bandits_of_the_same_type_to_them_to_form_a_larger_party.
