trp_multiplayer_profile_troop_male|Profil multijoueur homme
trp_quick_battle_troop_7|Stavros
trp_quick_battle_troop_7_pl|Stavros
trp_quick_battle_troop_8|Gamara
trp_quick_battle_troop_8_pl|Gamara
trp_quick_battle_troop_9|Aethrod
trp_quick_battle_troop_9_pl|Aethrod
trp_quick_battle_troop_10|Zaira
trp_quick_battle_troop_10_pl|Zaira
trp_quick_battle_troop_11|Argo Sendnar
trp_quick_battle_troop_11_pl|Argo Sendnar
trp_tutorial_fighter_1|Combattant novice
trp_tutorial_fighter_1_pl|Combattants
trp_tutorial_fighter_2|Combattant profane
trp_tutorial_fighter_2_pl|Combattants
trp_tutorial_fighter_3|Combattant régulier
trp_tutorial_fighter_3_pl|Combattants
trp_tutorial_fighter_4|Combattant vétéran
trp_tutorial_fighter_4_pl|Combattants
trp_tutorial_archer_1|Archer
trp_tutorial_archer_1_pl|Archers
trp_tutorial_master_archer|Maître d'Archerie
trp_tutorial_master_archer_pl|Maîtres d'Archerie
trp_tutorial_rider_1|Cavalier
trp_tutorial_rider_2|Archer monté
trp_tutorial_master_horseman|Maître d'équitation
trp_tutorial_master_horseman_pl|Maîtres d'équitation
trp_swadian_merchant|Marchand de Praven
trp_vaegir_merchant|Marchand de Reyvadin
trp_khergit_merchant|Marchand de Tulga
trp_nord_merchant|Marchand de Sargoth
trp_rhodok_merchant|Marchand de Jelkala
trp_sarranid_merchant|Marchand de Shariz
trp_startup_merchants_end|fin des marchands du départ
trp_startup_merchants_end_pl|fin des marchands du départ
trp_sea_raider_leader|Capitaine
trp_sea_raider_leader_pl|Capitaines
trp_looter_leader|Chef des Pillards
trp_looter_leader_pl|Chefs des Pillards
trp_bandit_leaders_end|fin chefs des bandits
trp_bandit_leaders_end_pl|fin chefs des bandits
trp_relative_of_merchant|Frère du marchand
trp_relative_of_merchants_end|fin de ce qui se rapporte aux marchands
trp_relative_of_merchants_end_pl|fin de ce qui se rapporte aux marchands
trp_dplmc_chamberlain|Chambellan Aubrey de Vere
trp_dplmc_chamberlain_pl|chambellans
trp_dplmc_constable|Connétable Miles de Gloucester
trp_dplmc_constable_pl|Connétables
trp_dplmc_chancellor|Chancelier Herfast
trp_dplmc_chancellor_pl|Chanceliers
trp_dplmc_messenger|Messager
trp_dplmc_messenger_pl|Messagers
trp_dplmc_scout|Éclaireur
trp_dplmc_scout_pl|Éclaireurs
trp_dplmc_recruiter|Recruteur
trp_dplmc_recruiter_pl|Recruteurs
trp_mystic_merchant_1|Marchand mystique
trp_mystic_merchant_1_pl|Marchand mystique
trp_mystic_merchant_2|Marchand mystique
trp_mystic_merchant_2_pl|Marchand mystique
trp_mystic_merchant_3|Marchand mystique
trp_mystic_merchant_3_pl|Marchand mystique
trp_mystic_merchant_4|Marchand mystique
trp_mystic_merchant_4_pl|Marchand mystique
trp_mystic_merchant_5|Marchand mystique
trp_mystic_merchant_5_pl|Marchand mystique
trp_slave_swadian|Esclave swadien
trp_slave_swadian_pl|Esclaves swadiens
trp_slave_vaegir|Esclave vaegir
trp_slave_vaegir_pl|Esclaves vaegirs
trp_slave_khergit|Esclave khergit
trp_slave_khergit_pl|Esclave khergits
trp_slave_nord|Esclave nordiste
trp_slave_nord_pl|Esclave nordistes
trp_slave_rhodok|Esclave rhodok
trp_slave_rhodok_pl|Esclave rhodoks
trp_slave_sarranid|Esclave sarranide
trp_slave_sarranid_pl|Esclave sarranides
trp_skill_hunter|Éclaireur
trp_skill_hunter_pl|Éclaireurs
trp_skill_scout|Éclaireur
trp_skill_scout_pl|Éclaireurs
trp_skill_surgeon|Chirurgien
trp_skill_surgeon_pl|Chirurgien
trp_skill_monk|Moine
trp_skill_monk_pl|Moines
trp_skill_merchant|Marchand
trp_skill_merchant_pl|Marchands
trp_skill_priest|Prêtre
trp_skill_priest_pl|Prêtres
trp_skill_bishop|Évêque
trp_skill_bishop_pl|Évêques
trp_skill_end|Fin
trp_skill_end_pl|Fin
trp_sea_captain|Capitaine
trp_sea_captain_pl|Capitaines
trp_tpe_generic_troop_1|TPE Scaled Troop 01
trp_tpe_generic_troop_1_pl|TPE Scaled Troops
trp_tpe_generic_troop_2|TPE Scaled Troop 02
trp_tpe_generic_troop_2_pl|TPE Scaled Troops
trp_tpe_generic_troop_3|TPE Scaled Troop 03
trp_tpe_generic_troop_3_pl|TPE Scaled Troops
trp_tpe_generic_troop_4|TPE Scaled Troop 04
trp_tpe_generic_troop_4_pl|TPE Scaled Troops
trp_tpe_generic_troop_5|TPE Scaled Troop 05
trp_tpe_generic_troop_5_pl|TPE Scaled Troops
trp_tpe_generic_troop_6|TPE Scaled Troop 06
trp_tpe_generic_troop_6_pl|TPE Scaled Troops
trp_tpe_generic_troop_7|TPE Scaled Troop 07
trp_tpe_generic_troop_7_pl|TPE Scaled Troops
trp_tpe_generic_troop_8|TPE Scaled Troop 08
trp_tpe_generic_troop_8_pl|TPE Scaled Troops
trp_tpe_generic_troop_9|TPE Scaled Troop 09
trp_tpe_generic_troop_9_pl|TPE Scaled Troops
trp_tpe_generic_troop_10|TPE Scaled Troop 10
trp_tpe_generic_troop_10_pl|TPE Scaled Troops
trp_tpe_generic_troop_11|TPE Scaled Troop 11
trp_tpe_generic_troop_11_pl|TPE Scaled Troops
trp_tpe_generic_troop_12|TPE Scaled Troop 12
trp_tpe_generic_troop_12_pl|TPE Scaled Troops
trp_tpe_generic_troop_13|TPE Scaled Troop 13
trp_tpe_generic_troop_13_pl|TPE Scaled Troops
trp_tpe_generic_troop_14|TPE Scaled Troop 14
trp_tpe_generic_troop_14_pl|TPE Scaled Troops
trp_tpe_generic_troop_15|TPE Scaled Troop 15
trp_tpe_generic_troop_15_pl|TPE Scaled Troops
trp_tpe_generic_troop_16|TPE Scaled Troop 16
trp_tpe_generic_troop_16_pl|TPE Scaled Troops
trp_tpe_generic_troop_17|TPE Scaled Troop 17
trp_tpe_generic_troop_17_pl|TPE Scaled Troops
trp_tpe_generic_troop_18|TPE Scaled Troop 18
trp_tpe_generic_troop_18_pl|TPE Scaled Troops
trp_tpe_generic_troop_19|TPE Scaled Troop 19
trp_tpe_generic_troop_19_pl|TPE Scaled Troops
trp_tpe_generic_troop_20|TPE Scaled Troop 20
trp_tpe_generic_troop_20_pl|TPE Scaled Troops
trp_tpe_generic_troop_21|TPE Scaled Troop 21
trp_tpe_generic_troop_21_pl|TPE Scaled Troops
trp_tpe_generic_troop_22|TPE Scaled Troop 22
trp_tpe_generic_troop_22_pl|TPE Scaled Troops
trp_tpe_generic_troop_23|TPE Scaled Troop 23
trp_tpe_generic_troop_23_pl|TPE Scaled Troops
trp_tpe_generic_troop_24|TPE Scaled Troop 24
trp_tpe_generic_troop_24_pl|TPE Scaled Troops
trp_tpe_generic_troop_25|TPE Scaled Troop 25
trp_tpe_generic_troop_25_pl|TPE Scaled Troops
trp_tpe_generic_troop_26|TPE Scaled Troop 26
trp_tpe_generic_troop_26_pl|TPE Scaled Troops
trp_tpe_generic_troop_27|TPE Scaled Troop 27
trp_tpe_generic_troop_27_pl|TPE Scaled Troops
trp_tpe_generic_troop_28|TPE Scaled Troop 28
trp_tpe_generic_troop_28_pl|TPE Scaled Troops
trp_tpe_generic_troop_29|TPE Scaled Troop 29
trp_tpe_generic_troop_29_pl|TPE Scaled Troops
trp_tpe_generic_troop_30|TPE Scaled Troop 30
trp_tpe_generic_troop_30_pl|TPE Scaled Troops
trp_tpe_generic_troop_31|TPE Scaled Troop 31
trp_tpe_generic_troop_31_pl|TPE Scaled Troops
trp_tpe_faction_p_image|TPE Image - Player Kingdom
trp_tpe_faction_p_image_pl|TPE Scaled Troops
trp_tpe_faction_1_image|TPE Image - Kingdom 1
trp_tpe_faction_1_image_pl|TPE Scaled Troops
trp_tpe_faction_2_image|TPE Image - Kingdom 2
trp_tpe_faction_2_image_pl|TPE Scaled Troops
trp_tpe_faction_3_image|TPE Image - Kingdom 3
trp_tpe_faction_3_image_pl|TPE Scaled Troops
trp_tpe_faction_4_image|TPE Image - Kingdom 4
trp_tpe_faction_4_image_pl|TPE Scaled Troops
trp_tpe_faction_5_image|TPE Image - Kingdom 5
trp_tpe_faction_5_image_pl|TPE Scaled Troops
trp_tpe_faction_6_image|TPE Image - Kingdom 6
trp_tpe_faction_6_image_pl|TPE Scaled Troops
trp_swadian_town_walker_m_poor|Habitant
trp_swadian_town_walker_m_poor_pl|Habitants
trp_swadian_town_walker_f_poor|Habitante
trp_swadian_town_walker_f_poor_pl|Habitantes
trp_vaegir_town_walker_m_poor|Habitant
trp_vaegir_town_walker_m_poor_pl|Habitants
trp_vaegir_town_walker_f_poor|Habitante
trp_vaegir_town_walker_f_poor_pl|Habitantes
trp_khergit_town_walker_m_poor|Habitant
trp_khergit_town_walker_m_poor_pl|Habitants
trp_khergit_town_walker_f_poor|Habitante
trp_khergit_town_walker_f_poor_pl|Habitantes
trp_nord_town_walker_m_poor|Habitant
trp_nord_town_walker_m_poor_pl|Habitants
trp_nord_town_walker_f_poor|Habitante
trp_nord_town_walker_f_poor_pl|Habitantes
trp_rhodok_town_walker_m_poor|Habitant
trp_rhodok_town_walker_m_poor_pl|Habitants
trp_rhodok_town_walker_f_poor|Habitante
trp_rhodok_town_walker_f_poor_pl|Habitantes
trp_sarranid_town_walker_m_poor|Habitant
trp_sarranid_town_walker_m_poor_pl|Habitants
trp_sarranid_town_walker_f_poor|Habitante
trp_sarranid_town_walker_f_poor_pl|Habitantes
trp_town_walker_m_poor|Habitant
trp_town_walker_m_poor_pl|Habitants
trp_town_walker_f_poor|Habitante
trp_town_walker_f_poor_pl|Habitantes
trp_swadian_village_walker_m_poor|Villageois
trp_swadian_village_walker_m_poor_pl|Villageois
trp_swadian_village_walker_f_poor|Villageoise
trp_swadian_village_walker_f_poor_pl|Villageoises
trp_vaegir_village_walker_m_poor|Villageois
trp_vaegir_village_walker_m_poor_pl|Villageois
trp_vaegir_village_walker_f_poor|Villageoise
trp_vaegir_village_walker_f_poor_pl|Villageoises
trp_khergit_village_walker_m_poor|Villageois
trp_khergit_village_walker_m_poor_pl|Villageois
trp_khergit_village_walker_f_poor|Villageoise
trp_khergit_village_walker_f_poor_pl|Villageoises
trp_nord_village_walker_m_poor|Villageois
trp_nord_village_walker_m_poor_pl|Villageois
trp_nord_village_walker_f_poor|Villageoise
trp_nord_village_walker_f_poor_pl|Villageoises
trp_rhodok_village_walker_m_poor|Villageois
trp_rhodok_village_walker_m_poor_pl|Villageois
trp_rhodok_village_walker_f_poor|Villageoise
trp_rhodok_village_walker_f_poor_pl|Villageoises
trp_sarranid_village_walker_m_poor|Villageois
trp_sarranid_village_walker_m_poor_pl|Villageois
trp_sarranid_village_walker_f_poor|Villageoise
trp_sarranid_village_walker_f_poor_pl|Villageoises
trp_village_walker_m_poor|Villageois
trp_village_walker_m_poor_pl|Villageois
trp_village_walker_f_poor|Villageoise
trp_village_walker_f_poor_pl|Villageoises
trp_swadian_town_walker_m_rich|Habitant
trp_swadian_town_walker_m_rich_pl|Habitants
trp_swadian_town_walker_f_rich|Habitante
trp_swadian_town_walker_f_rich_pl|Habitantes
trp_vaegir_town_walker_m_rich|Habitant
trp_vaegir_town_walker_m_rich_pl|Habitants
trp_vaegir_town_walker_f_rich|Habitante
trp_vaegir_town_walker_f_rich_pl|Habitantes
trp_khergit_town_walker_m_rich|Habitant
trp_khergit_town_walker_m_rich_pl|Habitants
trp_khergit_town_walker_f_rich|Habitante
trp_khergit_town_walker_f_rich_pl|Habitantes
trp_nord_town_walker_m_rich|Habitant
trp_nord_town_walker_m_rich_pl|Habitants
trp_nord_town_walker_f_rich|Habitante
trp_nord_town_walker_f_rich_pl|Habitantes
trp_rhodok_town_walker_m_rich|Habitant
trp_rhodok_town_walker_m_rich_pl|Habitants
trp_rhodok_town_walker_f_rich|Habitante
trp_rhodok_town_walker_f_rich_pl|Habitantes
trp_sarranid_town_walker_m_rich|Habitant
trp_sarranid_town_walker_m_rich_pl|Habitants
trp_sarranid_town_walker_f_rich|Habitante
trp_sarranid_town_walker_f_rich_pl|Habitantes
trp_town_walker_m_rich|Habitant
trp_town_walker_m_rich_pl|Habitants
trp_town_walker_f_rich|Habitante
trp_town_walker_f_rich_pl|Habitantes
trp_swadian_village_walker_m_rich|Villageois
trp_swadian_village_walker_m_rich_pl|Villageois
trp_swadian_village_walker_f_rich|Villageoise
trp_swadian_village_walker_f_rich_pl|Villageoises
trp_vaegir_village_walker_m_rich|Villageois
trp_vaegir_village_walker_m_rich_pl|Villageois
trp_vaegir_village_walker_f_rich|Villageoise
trp_vaegir_village_walker_f_rich_pl|Villageoises
trp_khergit_village_walker_m_rich|Villageois
trp_khergit_village_walker_m_rich_pl|Villageois
trp_khergit_village_walker_f_rich|Villageoise
trp_khergit_village_walker_f_rich_pl|Villageoises
trp_nord_village_walker_m_rich|Villageois
trp_nord_village_walker_m_rich_pl|Villageois
trp_nord_village_walker_f_rich|Villageoise
trp_nord_village_walker_f_rich_pl|Villageoises
trp_rhodok_village_walker_m_rich|Villageois
trp_rhodok_village_walker_m_rich_pl|Villageois
trp_rhodok_village_walker_f_rich|Villageoise
trp_rhodok_village_walker_f_rich_pl|Villageoises
trp_sarranid_village_walker_m_rich|Villageois
trp_sarranid_village_walker_m_rich_pl|Villageois
trp_sarranid_village_walker_f_rich|Villageoise
trp_sarranid_village_walker_f_rich_pl|Villageoises
trp_village_walker_m_rich|Villageois
trp_village_walker_m_rich_pl|Villageois
trp_village_walker_f_rich|Villageoise
trp_village_walker_f_rich_pl|Villageoises
trp_walkers_end|Fin
trp_walkers_end_pl|Fin
trp_tpe_settings|TPE Persistent Settings
trp_tpe_settings_pl|TPE Scaled Troops
trp_tpe_appearance|TPE Appearance Settings
trp_tpe_appearance_pl|TPE Scaled Troops
trp_tpe_weapons|TPE Weapon Definitions
trp_tpe_weapons_pl|TPE Scaled Troops
trp_tpe_center_menus|TPE Appearance Menu Choices
trp_tpe_center_menus_pl|TPE Scaled Troops
trp_tpe_options|TPE Player Settings
trp_tpe_options_pl|TPE Scaled Troops
