itm_no_item|OBJET INVALIDE
itm_sarranid_horseman_helmet_grn|Green Horseman Helmet
itm_sarranid_horseman_helmet_grn_pl|Green Horseman Helmet
itm_sarranid_felt_hat_grn|Sarranid Green Felt Hat
itm_sarranid_felt_hat_grn_pl|Sarranid Green Felt Hat
itm_sarranid_mail_coif_grn|Sarranid Green Mail Coif
itm_sarranid_mail_coif_grn_pl|Sarranid Green Mail Coif
itm_turban_grn|Green Turban
itm_turban_grn_pl|Green Turban
itm_desert_turban_grn|Green Desert Turban
itm_desert_turban_grn_pl|Green Desert Turban
itm_sarranid_warrior_cap_grn|Sarranid Green Warrior Cap
itm_sarranid_warrior_cap_grn_pl|Sarranid Green Warrior Cap
itm_lamellar_armor_red|Red Lamellar Armor
itm_lamellar_armor_red_pl|Red Lamellar Armor
itm_lamellar_armor_org|Orange Lamellar Armor
itm_lamellar_armor_org_pl|Orange Lamellar Armor
itm_lamellar_armor_grn|Green Lamellar Armor
itm_lamellar_armor_grn_pl|Green Lamellar Armor
itm_lamellar_armor_blk|Black Lamellar Armor
itm_lamellar_armor_blk_pl|Black Lamellar Armor
itm_lamellar_armor_wht|White Lamellar Armor
itm_lamellar_armor_wht_pl|White Lamellar Armor
itm_steppe_armor_red|Steppe Armor
itm_steppe_armor_red_pl|Steppe Armor
itm_steppe_armor_blu|Steppe Armor
itm_steppe_armor_blu_pl|Steppe Armor
itm_steppe_armor_prp|Steppe Armor
itm_steppe_armor_prp_pl|Steppe Armor
itm_steppe_armor_ylw|Steppe Armor
itm_steppe_armor_ylw_pl|Steppe Armor
itm_steppe_armor_blk|Steppe Armor
itm_steppe_armor_blk_pl|Steppe Armor
itm_steppe_armor_wht|Steppe Armor
itm_steppe_armor_wht_pl|Steppe Armor
itm_nomad_robe_blu|Blue Nomad Robe
itm_nomad_robe_blu_pl|Blue Nomad Robe
itm_nomad_robe_grn|Green Nomad Robe
itm_nomad_robe_grn_pl|Green Nomad Robe
itm_nomad_robe_red|Red Nomad Robe
itm_nomad_robe_red_pl|Red Nomad Robe
itm_nomad_robe_ylw|Yellow Nomad Robe
itm_nomad_robe_ylw_pl|Yellow Nomad Robe
itm_nomad_robe_prp|Purple Nomad Robe
itm_nomad_robe_prp_pl|Purple Nomad Robe
itm_swadian_elite_1|Duh's Red Surcoat
itm_swadian_elite_1_pl|Duh's Red Surcoat
itm_swadian_elite_2|Swadian Elite Surcoat
itm_swadian_elite_2_pl|Swadian Elite Surcoat
itm_swadian_elite_3|Duh's Yellow Surcoat
itm_swadian_elite_3_pl|Duh's Yellow Surcoat
itm_rhodok_elite_1|Mountain Cloth
itm_rhodok_elite_1_pl|Mountain Cloth
itm_rhodok_elite_2|Mountain Cloth
itm_rhodok_elite_2_pl|Mountain Cloth
itm_rhodok_elite_3|Mountain Cloth
itm_rhodok_elite_3_pl|Mountain Cloth
itm_nord_elite_1|Nordic Elite Surcoat
itm_nord_elite_1_pl|Nordic Elite Surcoat
itm_nord_elite_2|Nordic Elite Surcoat
itm_nord_elite_2_pl|Nordic Elite Surcoat
itm_nord_elite_3|Nordic Elite Surcoat
itm_nord_elite_3_pl|Nordic Elite Surcoat
itm_kher_elite_1|Mangudai Armor
itm_kher_elite_1_pl|Mangudai Armor
itm_kher_elite_2|Mangudai Armor
itm_kher_elite_2_pl|Mangudai Armor
itm_kher_elite_3|Mangudai Armor
itm_kher_elite_3_pl|Mangudai Armor
itm_great_helmet_plain|Great Helmet
itm_great_helmet_plain_pl|Great Helmet
itm_sugarloaf_helmet_plain|Sugarloaf Helmet
itm_sugarloaf_helmet_plain_pl|Sugarloaf Helmet
itm_mail_brn|Brown Mail Coat
itm_mail_brn_pl|Brown Mail Coat
itm_mail_blu|Blue Mail Coat
itm_mail_blu_pl|Blue Mail Coat
itm_mail_red|Red Mail Coat
itm_mail_red_pl|Red Mail Coat
itm_mail_wht|White Mail Coat
itm_mail_wht_pl|White Mail Coat
itm_mail_blk|Black Mail Coat
itm_mail_blk_pl|Black Mail Coat
itm_mail_grn|Green Mail Coat
itm_mail_grn_pl|Green Mail Coat
itm_padded_tunic_grn1|Padded Tunic
itm_padded_tunic_grn1_pl|Padded Tunic
itm_padded_tunic_grn2|Padded Tunic
itm_padded_tunic_grn2_pl|Padded Tunic
itm_padded_tunic_grn3|Padded Tunic
itm_padded_tunic_grn3_pl|Padded Tunic
itm_padded_tunic_red1|Padded Tunic
itm_padded_tunic_red1_pl|Padded Tunic
itm_padded_tunic_red2|Padded Tunic
itm_padded_tunic_red2_pl|Padded Tunic
itm_padded_tunic_red3|Padded Tunic
itm_padded_tunic_red3_pl|Padded Tunic
itm_padded_tunic_blu1|Padded Tunic
itm_padded_tunic_blu1_pl|Padded Tunic
itm_padded_tunic_blu2|Padded Tunic
itm_padded_tunic_blu2_pl|Padded Tunic
itm_padded_tunic_blu3|Padded Tunic
itm_padded_tunic_blu3_pl|Padded Tunic
itm_padded_tunic_grn4|Padded Tunic
itm_padded_tunic_grn4_pl|Padded Tunic
itm_padded_tunic_blu4|Padded Tunic
itm_padded_tunic_blu4_pl|Padded Tunic
itm_padded_tunic_red4|Padded Tunic
itm_padded_tunic_red4_pl|Padded Tunic
itm_padded_tunic_blk|Padded Tunic
itm_padded_tunic_blk_pl|Padded Tunic
itm_padded_tunic_wht|Padded Tunic
itm_padded_tunic_wht_pl|Padded Tunic
itm_padded_tunic_prp|Padded Tunic
itm_padded_tunic_prp_pl|Padded Tunic
itm_great_helmet_plain2|Great Helmet
itm_great_helmet_plain2_pl|Great Helmet
itm_sugarloaf_helmet_plain2|Sugarloaf Helmet
itm_sugarloaf_helmet_plain2_pl|Sugarloaf Helmet
itm_sugarloaf_helmet_plain3|Sugarloaf Helmet
itm_sugarloaf_helmet_plain3_pl|Sugarloaf Helmet
itm_great_helmet_plain3|Great Helmet
itm_great_helmet_plain3_pl|Great Helmet
itm_71nh|Sorrel Courser
itm_71nh_pl|Sorrel Courser
itm_72nh|Mealy Bay Courser
itm_72nh_pl|Mealy Bay Courser
itm_73nh|Liver Chestnut Courser
itm_73nh_pl|Liver Chestnut Courser
itm_74nh|Brown Bay Courser
itm_74nh_pl|Brown Bay Courser
itm_75nh|Grulla Appaloosa Courser
itm_75nh_pl|Grulla Appaloosa Courser
itm_76nh|Grullo Brindle Courser
itm_76nh_pl|Grullo Brindle Courser
itm_77nh|Dark Bay Courser
itm_77nh_pl|Dark Bay Courser
itm_78nh|Black Courser
itm_78nh_pl|Black Courser
itm_79nh|Light Bay Courser
itm_79nh_pl|Light Bay Courser
itm_vaeg_war_horse|Vaegir Lamellar Warhorse
itm_vaeg_war_horse_pl|Vaegir Lamellar Warhorse
itm_sar_char|Sarranid Charger
itm_sar_char_pl|Sarranid Charger
itm_dec_steel_shield|Decorated Steel Shield
itm_dec_steel_shield_pl|Decorated Steel Shield
itm_brass_shield1|Decorated Brass Shield
itm_brass_shield1_pl|Decorated Brass Shield
itm_steel_shield_heater|Steel Heater Shield
itm_steel_shield_heater_pl|Steel Heater Shield
itm_brass_shield|Sarranid Brass Shield
itm_brass_shield_pl|Sarranid Brass Shield
itm_kher_horse_iron|Khergit Lamellar Horse
itm_kher_horse_iron_pl|Khergit Lamellar Horse
itm_armored_charger|Plate Armored Charger
itm_armored_charger_pl|Plate Armored Charger
itm_sarranid_noble_helmet|Sarranid Royal Helmet
itm_sarranid_noble_helmet_pl|Sarranid Royal Helmet
itm_saladin|Sarranid Noble Armor
itm_saladin_pl|Sarranid Noble Armor
itm_sar_war_horse|Sarranid Warhorse
itm_sar_war_horse_pl|Sarranid Warhorse
itm_brass_shield2|Painted Brass Shield
itm_brass_shield2_pl|Painted Brass Shield
itm_steel_kite|Steel Kite
itm_steel_kite_pl|Steel Kite
itm_heavy_lamellar_armor|Heavy Lamellar Armor
itm_heavy_lamellar_armor_pl|Heavy Lamellar Armor
itm_brass_gauntlets|Brass Scale Gauntlets
itm_brass_gauntlets_pl|Brass Scale Gauntlets
itm_brass_mittens|Brass Mail Mittens
itm_brass_mittens_pl|Brass Mail Mittens
itm_brass_gauntlets2|Brass Lamellar Gauntlets
itm_brass_gauntlets2_pl|Brass Lamellar Gauntlets
itm_brass_byrnie|Eastern Byrnie
itm_brass_byrnie_pl|Eastern Byrnie
itm_turban1|Black Turban
itm_turban1_pl|Black Turban
itm_desert_turban1|Black Desert Turban
itm_desert_turban1_pl|Black Desert Turban
itm_sarranid_brass_boots|Sarranid Brass Boots
itm_sarranid_brass_boots_pl|Sarranid Brass Boots
itm_brass_mail_boots|Brass Mail Boots
itm_brass_mail_boots_pl|Brass Mail Boots
itm_brass_haubergeon|Eastern Haubergeon
itm_brass_haubergeon_pl|Eastern Haubergeon
itm_black_lamellar_vest|Black Lamellar Vest
itm_black_lamellar_vest_pl|Black Lamellar Vest
itm_black_sarranid_helmet1|Black Keffiyeh Helmet
itm_black_sarranid_helmet1_pl|Black Keffiyeh Helmet
itm_royal_scale_armor|Royal Scale Armor
itm_royal_scale_armor_pl|Royal Scale Armor
itm_brass_veiled_helmet|Royal Mamluke Helmet
itm_brass_veiled_helmet_pl|Royal Mamluke Helmet
itm_sar_war_horse1|Sarranid Eastern Warhorse
itm_sar_war_horse1_pl|Sarranid Eastern Warhorse
itm_sar_war_horse2|Sarranid Southern Warhorse
itm_sar_war_horse2_pl|Sarranid Southern Warhorse
itm_sar_war_horse3|Sarranid Western Warhorse
itm_sar_war_horse3_pl|Sarranid Western Warhorse
itm_sar_char_iron|Sarranid Iron Charger
itm_sar_char_iron_pl|Sarranid Iron Charger
itm_sar_char_brass|Sarranid Brass Charger
itm_sar_char_brass_pl|Sarranid Brass Charger
itm_camel3|Calradian Camel
itm_camel3_pl|Calradian Camel
itm_sarranid_horseman_helmet_brass|Sarranid Brass Horseman Helmet
itm_sarranid_horseman_helmet_brass_pl|Sarranid Brass Horseman Helmet
itm_khergit_kheshig_helmet|Khergit Kheshig Helmet
itm_khergit_kheshig_helmet_pl|Khergit Kheshig Helmet
itm_kher_horse_brass|Khergit Brass Warhorse
itm_kher_horse_brass_pl|Khergit Brass Warhorse
itm_khergit_noken_helmet|Khergit Noken Helmet
itm_khergit_noken_helmet_pl|Khergit Noken Helmet
itm_brass_boots|Brass Boots
itm_brass_boots_pl|Brass Boots
itm_goth_armor|Gulatr Plate
itm_goth_armor_pl|Gulatr Plate
itm_milanese_plate|Jelkalan Heavy Plate
itm_milanese_plate_pl|Jelkalan Heavy Plate
itm_bnw_armour_stripes|Striped Black and White Armour
itm_bnw_armour_stripes_pl|Striped Black and White Armour
itm_bnw_armour_slashed|Slashed Black and White Armour
itm_bnw_armour_slashed_pl|Slashed Black and White Armour
itm_plate_mittens|Rivacheg Plated Mittens
itm_plate_mittens_pl|Rivacheg Plated Mittens
itm_bnw_gauntlets|Yalen Articulated Gauntlets
itm_bnw_gauntlets_pl|Yalen Articulated Gauntlets
itm_milanese_gauntlets|Velucan Articulated Gauntlets
itm_milanese_gauntlets_pl|Velucan Articulated Gauntlets
itm_open_sallet_coif|Open Sallet Coif
itm_open_sallet_coif_pl|Open Sallet Coif
itm_visored_sallet_coif|Visored Sallet with Coif
itm_visored_sallet_coif_pl|Visored Sallet with Coif
itm_open_sallet|Open Sallet Helm
itm_open_sallet_pl|Open Sallet Helm
itm_visored_sallet|Visored Sallet
itm_visored_sallet_pl|Visored Sallet
itm_kettlehat|Kettle Hat
itm_kettlehat_pl|Kettle Hat
itm_colored_lance_a|Great Lance
itm_colored_lance_a_pl|Great Lance
itm_colored_lance_b|Great Lance
itm_colored_lance_b_pl|Great Lance
itm_colored_lance_c|Great Lance
itm_colored_lance_c_pl|Great Lance
itm_colored_lance_d|Great Lance
itm_colored_lance_d_pl|Great Lance
itm_colored_lance_e|Great Lance
itm_colored_lance_e_pl|Great Lance
itm_colored_lance_f|Great Lance
itm_colored_lance_f_pl|Great Lance
itm_colored_lance_g|Great Lance
itm_colored_lance_g_pl|Great Lance
itm_pop_knights_axe|Knights Axe
itm_pop_knights_axe_pl|Knights Axe
itm_lui_baronaxeoneh|Barons Axe
itm_lui_baronaxeoneh_pl|Barons Axe
itm_lui_battleaxea|Battle Axe
itm_lui_battleaxea_pl|Battle Axe
itm_lui_battleaxeb|Battle Axe
itm_lui_battleaxeb_pl|Battle Axe
itm_lui_battleaxenew|Battle Axe
itm_lui_battleaxenew_pl|Battle Axe
itm_lui_battleaxenewb|Battle Axe
itm_lui_battleaxenewb_pl|Battle Axe
itm_lui_battleaxetwoh|Battle Axe
itm_lui_battleaxetwoh_pl|Battle Axe
itm_lui_battleaxetwohb|Battle Axe
itm_lui_battleaxetwohb_pl|Battle Axe
itm_lui_kjergitaxe|Khergit Axe
itm_lui_kjergitaxe_pl|Khergit Axe
itm_lui_knightaxeoneh|Knights Axe
itm_lui_knightaxeoneh_pl|Knights Axe
itm_lui_knightaxeonehb|Knights Axe
itm_lui_knightaxeonehb_pl|Knights Axe
itm_lui_knightaxeonehc|Knights Axe
itm_lui_knightaxeonehc_pl|Knights Axe
itm_lui_knightaxeonehd|Knights Axe
itm_lui_knightaxeonehd_pl|Knights Axe
itm_lui_knightaxeonehe|Knights Axe
itm_lui_knightaxeonehe_pl|Knights Axe
itm_lui_knightaxetwoha|Knights Axe
itm_lui_knightaxetwoha_pl|Knights Axe
itm_lui_knightaxetwohb|Knights Axe
itm_lui_knightaxetwohb_pl|Knights Axe
itm_lui_knightbastardaxea|Knights Bastard Axe
itm_lui_knightbastardaxea_pl|Knights Bastard Axe
itm_lui_knightbattleaxenew|Knights Axe
itm_lui_knightbattleaxenew_pl|Knights Axe
itm_lui_rangeraxe|Rangers Axe
itm_lui_rangeraxe_pl|Rangers Axe
itm_lui_swadianonehandedaxe|Swadian Axe
itm_lui_swadianonehandedaxe_pl|Swadian Axe
itm_lui_vaegiraxe|Vaegir Axe
itm_lui_vaegiraxe_pl|Vaegir Axe
itm_lui_vikingaxebastard|Viking Bastard Axe
itm_lui_vikingaxebastard_pl|Viking Bastard Axe
itm_lui_vikingaxeoneh|Viking Axe
itm_lui_vikingaxeoneh_pl|Viking Axe
itm_lui_vikingaxeonehb|Viking Axe
itm_lui_vikingaxeonehb_pl|Viking Axe
itm_lui_vikingaxeonehc|Viking Axe
itm_lui_vikingaxeonehc_pl|Viking Axe
itm_lui_warbastardaxea|Bastard War Axe
itm_lui_warbastardaxea_pl|Bastard War Axe
itm_lui_waronehandedaxe|Bearded Axe
itm_lui_waronehandedaxe_pl|Bearded Axe
itm_lui_waronehandedaxeb|Dane Axe
itm_lui_waronehandedaxeb_pl|Dane Axe
itm_lui_waronehandedaxec|Light Bearded Axe
itm_lui_waronehandedaxec_pl|Light Bearded Axe
itm_jam_bearded_axe|Bearded Axe
itm_jam_bearded_axe_pl|Bearded Axe
itm_jam_daneaxe|Dane Axe
itm_jam_daneaxe_pl|Dane Axe
itm_jam_light_bearded_axe|Light Bearded Axe
itm_jam_light_bearded_axe_pl|Light Bearded Axe
itm_jam_mammen|Mammen
itm_jam_mammen_pl|Mammen
itm_rrr_club1|Club
itm_rrr_club1_pl|Club
itm_rrr_hammer1|Hammer
itm_rrr_hammer1_pl|Hammer
itm_rrr_hammer2|Hammer
itm_rrr_hammer2_pl|Hammer
itm_rrr_hammer3|Hammer
itm_rrr_hammer3_pl|Hammer
itm_rrr_hammer4|Hammer
itm_rrr_hammer4_pl|Hammer
itm_rrr_hammer5|Hammer
itm_rrr_hammer5_pl|Hammer
itm_rrr_mace1|Mace
itm_rrr_mace1_pl|Mace
itm_rrr_mace2|Mace
itm_rrr_mace2_pl|Mace
itm_rrr_mace3|Mace
itm_rrr_mace3_pl|Mace
itm_rrr_mace4|Mace
itm_rrr_mace4_pl|Mace
itm_rrr_mallet1|Mallet
itm_rrr_mallet1_pl|Mallet
itm_lui_empirehammer|Empire Hammer
itm_lui_empirehammer_pl|Empire Hammer
itm_lui_empirewarhammer|Empire War Hammer
itm_lui_empirewarhammer_pl|Empire War Hammer
itm_lui_empirewarhammerb|Empire War Hammer
itm_lui_empirewarhammerb_pl|Empire War Hammer
itm_lui_empirewarhammerc|Empire War Hammer
itm_lui_empirewarhammerc_pl|Empire War Hammer
itm_lui_inquisitionhammer|Inquisition Hammer
itm_lui_inquisitionhammer_pl|Inquisition Hammer
itm_lui_knighthammer|Knight Hammer
itm_lui_knighthammer_pl|Knight Hammer
itm_lui_knighthammerbastard|Bastard Knight Hammer
itm_lui_knighthammerbastard_pl|Bastard Knight Hammer
itm_lui_knighthammerempire|Empire Knight Hammer
itm_lui_knighthammerempire_pl|Empire Knight Hammer
itm_lui_mace|Mace
itm_lui_mace_pl|Mace
itm_lui_manhuntermace|Manhunter Mace
itm_lui_manhuntermace_pl|Manhunter Mace
itm_lui_manhuntermaul|Manhunter Maul
itm_lui_manhuntermaul_pl|Manhunter Maul
itm_lui_twohandedmace|Mace
itm_lui_twohandedmace_pl|Mace
itm_pop_gothic_lance|Great Lance
itm_pop_gothic_lance_pl|Great Lance
itm_lui_coloredjoustingpike|Coloured Jousting Lance
itm_lui_coloredjoustingpike_pl|Coloured Jousting Lance
itm_lui_joustingpike|Jousting Lance
itm_lui_joustingpike_pl|Jousting Lance
itm_lui_joustingpikedark|Dark Jousting Lance
itm_lui_joustingpikedark_pl|Dark Jousting Lance
itm_rrr_bill1|Bill
itm_rrr_bill1_pl|Bill
itm_rrr_halberd1|Halberd
itm_rrr_halberd1_pl|Halberd
itm_rrr_halberd2|Halberd
itm_rrr_halberd2_pl|Halberd
itm_rrr_halberd3|Halberd
itm_rrr_halberd3_pl|Halberd
itm_rrr_halberd4|Halberd
itm_rrr_halberd4_pl|Halberd
itm_rrr_halberd5|Halberd
itm_rrr_halberd5_pl|Halberd
itm_rrr_halberd6|Halberd
itm_rrr_halberd6_pl|Halberd
itm_rrr_halberd7|Halberd
itm_rrr_halberd7_pl|Halberd
itm_rrr_polearm1|Polearm
itm_rrr_polearm1_pl|Polearm
itm_rrr_polehammer1|Polehammer
itm_rrr_polehammer1_pl|Polehammer
itm_rrr_polehammer2|Polehammer
itm_rrr_polehammer2_pl|Polehammer
itm_rrr_polehammer3|Polehammer
itm_rrr_polehammer3_pl|Polehammer
itm_rrr_glaive1|Glaive
itm_rrr_glaive1_pl|Glaive
itm_rrr_glaive2|Glaive
itm_rrr_glaive2_pl|Glaive
itm_rrr_glaive3|Glaive
itm_rrr_glaive3_pl|Glaive
itm_rrr_spear1|Spear
itm_rrr_spear1_pl|Spear
itm_rrr_spear2|Spear
itm_rrr_spear2_pl|Spear
itm_rrr_spear3|Spear
itm_rrr_spear3_pl|Spear
itm_rrr_spear4|Spear
itm_rrr_spear4_pl|Spear
itm_rrr_spear5|Spear
itm_rrr_spear5_pl|Spear
itm_rrr_spear6|Spear
itm_rrr_spear6_pl|Spear
itm_pop_bill|Bill
itm_pop_bill_pl|Bill
itm_pop_halberd|Halberd
itm_pop_halberd_pl|Halberd
itm_pop_ornate_halberd|Ornate Halberd
itm_pop_ornate_halberd_pl|Ornate Halberd
itm_lui_coloredhallberd|Coloured Halberd
itm_lui_coloredhallberd_pl|Coloured Halberd
itm_lui_coloredhallberdb|Coloured Halberd
itm_lui_coloredhallberdb_pl|Coloured Halberd
itm_lui_coloredhallberdc|Coloured Halberd
itm_lui_coloredhallberdc_pl|Coloured Halberd
itm_lui_elitehallberd|Elite Halberd
itm_lui_elitehallberd_pl|Elite Halberd
itm_lui_footmanlance|Footman Lance
itm_lui_footmanlance_pl|Footman Lance
itm_lui_glaiveb|Glaive
itm_lui_glaiveb_pl|Glaive
itm_lui_glaivec|Glaive
itm_lui_glaivec_pl|Glaive
itm_lui_glaivenew|Glaive
itm_lui_glaivenew_pl|Glaive
itm_lui_halberda|Halberd
itm_lui_halberda_pl|Halberd
itm_lui_halberdb|Halberd
itm_lui_halberdb_pl|Halberd
itm_lui_halberdc|Halberd
itm_lui_halberdc_pl|Halberd
itm_lui_halberdd|Halberd
itm_lui_halberdd_pl|Halberd
itm_lui_halberde|Halberd
itm_lui_halberde_pl|Halberd
itm_lui_khegitnagita|Khergit Nagita
itm_lui_khegitnagita_pl|Khergit Nagita
itm_lui_khergitpike|Khergit Pike
itm_lui_khergitpike_pl|Khergit Pike
itm_lui_khergitpikestrong|Khergit Pike
itm_lui_khergitpikestrong_pl|Khergit Pike
itm_lui_kjergithallberd|Khergit Halberd
itm_lui_kjergithallberd_pl|Khergit Halberd
itm_lui_kjergithallberdstrong|Khergit Halberd
itm_lui_kjergithallberdstrong_pl|Khergit Halberd
itm_lui_knightpolehammer|Knight Polehammer
itm_lui_knightpolehammer_pl|Knight Polehammer
itm_lui_knightpolehammerb|Knight Polehammer
itm_lui_knightpolehammerb_pl|Knight Polehammer
itm_lui_knightpolehammerc|Knight Polehammer
itm_lui_knightpolehammerc_pl|Knight Polehammer
itm_lui_largespear|Large Spear
itm_lui_largespear_pl|Large Spear
itm_lui_manhunterpolehammer|Manhunter Polehammer
itm_lui_manhunterpolehammer_pl|Manhunter Polehammer
itm_lui_manhunterspear|Manhunter Spear
itm_lui_manhunterspear_pl|Manhunter Spear
itm_lui_mercenarylance|Mercenary Lance
itm_lui_mercenarylance_pl|Mercenary Lance
itm_lui_onehandedphalanxpike|Phalanx Pike
itm_lui_onehandedphalanxpike_pl|Phalanx Pike
itm_lui_phalanxpike|Phalanx Pike
itm_lui_phalanxpike_pl|Phalanx Pike
itm_lui_phalanxpikenew|Phalanx Pike
itm_lui_phalanxpikenew_pl|Phalanx Pike
itm_lui_raiderlordspear|Raiderlord Spear
itm_lui_raiderlordspear_pl|Raiderlord Spear
itm_lui_smallelitehallberd|Small Elite Halberd
itm_lui_smallelitehallberd_pl|Small Elite Halberd
itm_lui_smallhallberda|Small Halberd
itm_lui_smallhallberda_pl|Small Halberd
itm_lui_smallhallberdb|Small Halberd
itm_lui_smallhallberdb_pl|Small Halberd
itm_lui_vaegirhallberd|Vaegir Halberd
itm_lui_vaegirhallberd_pl|Vaegir Halberd
itm_lui_vaegirhallberdb|Vaegir Halberd
itm_lui_vaegirhallberdb_pl|Vaegir Halberd
itm_lui_vaegirhallberdc|Vaegir Halberd
itm_lui_vaegirhallberdc_pl|Vaegir Halberd
itm_lui_vaegirpike|Vaegir Pike
itm_lui_vaegirpike_pl|Vaegir Pike
itm_lui_vaegirspear|Vaegir Spear
itm_lui_vaegirspear_pl|Vaegir Spear
itm_jam_fauchard|Fauchard
itm_jam_fauchard_pl|Fauchard
itm_jam_poleaxe|Poleaxe
itm_jam_poleaxe_pl|Poleaxe
itm_jam_scorpion|Scorpion
itm_jam_scorpion_pl|Scorpion
itm_pop_arbalest|Arbalest
itm_pop_arbalest_pl|Arbalest
itm_rrr_agincourt_brhil|Two Handed Agincourt Sword
itm_rrr_agincourt_brhil_pl|Two Handed Agincourt Sword
itm_rrr_agincourt_steel|Two Handed Agincourt Sword
itm_rrr_agincourt_steel_pl|Two Handed Agincourt Sword
itm_rrr_baron_brhil|Two Handed Baron Sword
itm_rrr_baron_brhil_pl|Two Handed Baron Sword
itm_rrr_baron_steel|Two Handed Baron Sword
itm_rrr_baron_steel_pl|Two Handed Baron Sword
itm_rrr_bayeux_brhil|Bayeux Sword
itm_rrr_bayeux_brhil_pl|Bayeux Sword
itm_rrr_bayeux_steel|Bayeux Sword
itm_rrr_bayeux_steel_pl|Bayeux Sword
itm_rrr_berserkr_brhil|Berserker Sword
itm_rrr_berserkr_brhil_pl|Berserker Sword
itm_rrr_berserkr_steel|Berserker Sword
itm_rrr_berserkr_steel_pl|Berserker Sword
itm_rrr_caithness_brhil|Caithness Sword
itm_rrr_caithness_brhil_pl|Caithness Sword
itm_rrr_caithness_steel|Caithness Sword
itm_rrr_caithness_steel_pl|Caithness Sword
itm_rrr_castellan_brhil|Castellan Sword
itm_rrr_castellan_brhil_pl|Castellan Sword
itm_rrr_castellan_steel|Castellan Sword
itm_rrr_castellan_steel_pl|Castellan Sword
itm_rrr_clontarf_brhil|Clontarf Sword
itm_rrr_clontarf_brhil_pl|Clontarf Sword
itm_rrr_clontarf_steel|Clontarf Sword
itm_rrr_clontarf_steel_pl|Clontarf Sword
itm_rrr_constable_brhil|Two Handed Constable Sword
itm_rrr_constable_brhil_pl|Two Handed Constable Sword
itm_rrr_constable_steel|Two Handed Constable Sword
itm_rrr_constable_steel_pl|Two Handed Constable Sword
itm_rrr_count_brhil|Two Handed Count Sword
itm_rrr_count_brhil_pl|Two Handed Count Sword
itm_rrr_count_steel|Two Handed Count Sword
itm_rrr_count_steel_pl|Two Handed Count Sword
itm_rrr_crecy_brhil|Two Handed Crecy Sword
itm_rrr_crecy_brhil_pl|Two Handed Crecy Sword
itm_rrr_crecy_steel|Two Handed Crecy Sword
itm_rrr_crecy_steel_pl|Two Handed Crecy Sword
itm_rrr_duke_brhil|Two Handed Duke Sword
itm_rrr_duke_brhil_pl|Two Handed Duke Sword
itm_rrr_duke_steel|Two Handed Duke Sword
itm_rrr_duke_steel_pl|Two Handed Duke Sword
itm_rrr_gaddhjalt_brhil|Gaddhjalt Sword
itm_rrr_gaddhjalt_brhil_pl|Gaddhjalt Sword
itm_rrr_gaddhjalt_steel|Gaddhjalt Sword
itm_rrr_gaddhjalt_steel_pl|Gaddhjalt Sword
itm_rrr_gotland_brhil|Gotland Sword
itm_rrr_gotland_brhil_pl|Gotland Sword
itm_rrr_gotland_steel|Gotland Sword
itm_rrr_gotland_steel_pl|Gotland Sword
itm_rrr_hersir_brhil|Hersir Sword
itm_rrr_hersir_brhil_pl|Hersir Sword
itm_rrr_hersir_steel|Hersir Sword
itm_rrr_hersir_steel_pl|Hersir Sword
itm_rrr_hospitaller_brhil|Hospitaller Sword
itm_rrr_hospitaller_brhil_pl|Hospitaller Sword
itm_rrr_hospitaller_steel|Hospitaller Sword
itm_rrr_hospitaller_steel_pl|Hospitaller Sword
itm_rrr_huskarl_brhil|Huskarl Sword
itm_rrr_huskarl_brhil_pl|Huskarl Sword
itm_rrr_huskarl_steel|Huskarl Sword
itm_rrr_huskarl_steel_pl|Huskarl Sword
itm_rrr_jarl_brhil|Jarl Sword
itm_rrr_jarl_brhil_pl|Jarl Sword
itm_rrr_jarl_steel|Jarl Sword
itm_rrr_jarl_steel_pl|Jarl Sword
itm_rrr_knight_brhil|Knight Sword
itm_rrr_knight_brhil_pl|Knight Sword
itm_rrr_knight_steel|Knight Sword
itm_rrr_knight_steel_pl|Knight Sword
itm_rrr_laird_brhil|Laird Sword
itm_rrr_laird_brhil_pl|Laird Sword
itm_rrr_laird_steel|Laird Sword
itm_rrr_laird_steel_pl|Laird Sword
itm_rrr_landgraf_brhil|Two Handed Landgraf Sword
itm_rrr_landgraf_brhil_pl|Two Handed Landgraf Sword
itm_rrr_landgraf_steel|Two Handed Landgraf Sword
itm_rrr_landgraf_steel_pl|Two Handed Landgraf Sword
itm_rrr_mercenary_brhil|Two Handed Mercenary Sword
itm_rrr_mercenary_brhil_pl|Two Handed Mercenary Sword
itm_rrr_mercenary_steel|Two Handed Mercenary Sword
itm_rrr_mercenary_steel_pl|Two Handed Mercenary Sword
itm_rrr_norman_brhil|Norman Sword
itm_rrr_norman_brhil_pl|Norman Sword
itm_rrr_norman_steel|Norman Sword
itm_rrr_norman_steel_pl|Norman Sword
itm_rrr_poitiers_brhil|Poitiers Sword
itm_rrr_poitiers_brhil_pl|Poitiers Sword
itm_rrr_poitiers_steel|Poitiers Sword
itm_rrr_poitiers_steel_pl|Poitiers Sword
itm_rrr_prince_brhil|Prince Sword
itm_rrr_prince_brhil_pl|Prince Sword
itm_rrr_prince_steel|Prince Sword
itm_rrr_prince_steel_pl|Prince Sword
itm_rrr_reeve_brhil|Reeve Sword
itm_rrr_reeve_brhil_pl|Reeve Sword
